account_id,campaign_id,creative_id,date,impressions_id,in_view_time
5200725881042399220,320,33548,2017-04-02,51581479,
7253248622623191125,320,33548,2017-04-02,96365182,31
4776211750040119591,320,33548,2017-04-01,54168685,12328
4733501730165948851,320,33548,2017-04-02,97788345,8656
2024774525614166338,320,33548,2017-04-01,85528525,27249
118102634223877356,320,33548,2017-04-01,69027645,
8614837227475557071,320,33548,2017-04-01,63147989,9334
3471329137934632676,320,33548,2017-04-02,66489425,59
5430903177186130388,320,33548,2017-04-02,13364928,15153
7024764214015400396,320,33548,2017-04-01,870153049472,
3702626072773920172,320,33548,2017-04-01,59389952,11196
5887117589002454693,320,33548,2017-04-02,38213351,11511
3158898713350760240,320,33548,2017-04-01,38722722,7915
6161126040188381572,320,33548,2017-04-01,254936864081,3570
3485192924474143469,320,33548,2017-04-01,73679524,7716
4658717346391514801,320,33548,2017-04-01,83285932,66
586531901449578583,320,33548,2017-04-02,14368674,22748
7281523358506870419,320,33548,2017-04-02,18271948,12779
6936749867321349383,320,33548,2017-04-01,69375810,3656
8891453374105677370,320,33548,2017-04-01,34952709,15399
7232090489746334495,320,33548,2017-04-01,712958376731,22988
8959244578553641855,320,33548,2017-04-01,8774033,15197
5009210278164046828,320,33548,2017-04-01,64616129,170
2832329463177320999,320,33548,2017-04-01,83012429,7545
4806683825963451034,320,33548,2017-04-01,835540139614,
880108466529029358,320,33548,2017-04-01,20809815,15166
7281523358506870419,320,33548,2017-04-02,11748371,
8519416124298869803,320,33548,2017-04-01,96024199,16430
8266252422216627788,320,33548,2017-04-01,92140050,22971
1781928853091029970,320,33548,2017-04-01,46314572,23522
4342127964811816514,320,33548,2017-04-02,12476372,29995
4405921296366467653,320,33548,2017-04-01,96200687,7460
3521686162637928588,320,33548,2017-04-01,479777929388,7
6102070308118569256,320,33548,2017-04-02,949301403426,14806
2867357989462787086,320,33548,2017-03-31,96758972,206
637064170955223500,320,33548,2017-04-01,66995020,15586
5310947222540653972,320,33548,2017-04-01,42808586,142
5960604091669697284,320,33548,2017-04-01,299311243885,15112
2319978237697729012,320,33548,2017-04-01,22173753,132
8685220481778932034,320,33548,2017-04-01,91700154,17273
101862443935198686,320,33548,2017-04-01,37516466,8144
8319023583276886325,320,33548,2017-04-01,91562710,22755
581432247712742104,320,33548,2017-04-01,827535449600,
2076958262143988786,320,33548,2017-04-01,18285511,23
5535794028975460601,320,33548,2017-04-01,72363517,16163
4703585585440640521,320,33548,2017-04-01,6721450,30244
2495655810339809843,320,33548,2017-04-02,2640009,
1013018895481855332,320,33548,2017-04-01,21660568,44
2629625249087050151,320,33548,2017-04-02,27095807,15595
8464187003131523825,320,33548,2017-04-01,60539037,7248
1950467794550836825,320,33548,2017-03-31,22407801,841
8569320080922160469,320,33548,2017-04-01,33836651,387
2694010091060881186,320,33548,2017-04-02,54056770,
8221934794464719006,320,33548,2017-04-01,86193206,7610
310328110496836028,320,33548,2017-04-01,46102579,17520
744185901711114942,320,33548,2017-04-01,954494874742,8405
7594286506221272797,320,33548,2017-04-02,80511727,779
3353538584095621827,320,33548,2017-04-01,70705991,9101
2895157307572360928,320,33548,2017-04-01,38335544,30264
4850198842750603245,320,33548,2017-04-01,10611490,22802
1910511251859137561,320,33548,2017-04-01,34389856,397
7657060833737411183,320,33548,2017-04-01,80060573,376
9098667413684116113,320,33548,2017-04-01,67385268,14990
6046335754175327922,320,33548,2017-04-02,84162861,7445
5530058519300149382,320,33548,2017-04-01,66211356,15156
1637039453070805130,320,33548,2017-04-02,89030375,15599
6499679350905463441,320,33548,2017-04-01,89537512,30200
8958730383747145812,320,33548,2017-04-02,13153853,3773
7306734445924920480,320,33548,2017-04-02,78132153,29428
6325372186454113988,320,33548,2017-04-01,27445221,82
1990148470270069801,320,33548,2017-04-02,89203098,3618
4587429203929523701,320,33548,2017-04-01,5487303,
9177969814939873539,320,33548,2017-04-01,94207093,
8974440558618266229,320,33548,2017-04-02,25000929,11282
7890547241348001066,320,33548,2017-04-01,86578698,26531
2715752364270090163,320,33548,2017-04-01,37489316,0
8593193385524484215,320,33548,2017-04-01,53220116,442
3657943657454029028,320,33548,2017-04-02,176546266434,4
6289398125459678748,320,33548,2017-04-01,27236213,15103
589632823078966262,320,33548,2017-04-01,11220515,11395
3278194036357267802,320,33548,2017-04-02,70862033,31119
999839774801401183,320,33548,2017-04-01,43036351,
559601851901724954,320,33548,2017-04-01,59764987,15477
4516174774041475111,320,33548,2017-04-02,8734239,
2250394686773904291,320,33548,2017-04-01,426431,8073
1305980216306748102,320,33548,2017-04-01,98372535,23639
7651290893901197084,320,33548,2017-04-02,580027725495,
5333638180486976902,320,33548,2017-04-01,19535962,7912
1088261665172808676,320,33548,2017-04-01,23504488889,4
1777549483906563932,320,33548,2017-04-02,21641457,
7117462975782231069,320,33548,2017-04-01,183152535878,7
3328513024148347497,320,33548,2017-04-01,92673365,7591
4484288440501403784,320,33548,2017-04-01,90895677,22791
3279201106996890275,320,33548,2017-04-01,20636235,239
6433503474907517694,320,33548,2017-04-01,12570503,7601
1292397440472172519,320,33548,2017-04-01,81853182,
6412578672350038021,320,33548,2017-04-01,599130678814,7183
6860662339407772588,320,33548,2017-04-01,100876951302,3783
115688042813452571,320,33548,2017-04-01,97471538,339
771222100307082893,320,33548,2017-04-01,2644925,23751
4222916815520322455,320,33548,2017-04-02,27599042,1010
1552439443086053226,320,33548,2017-04-01,73496708,30242
3591257296867965520,320,33548,2017-04-01,70682254,1524
90159675028332125,320,33548,2017-04-02,48639821,99
6599962747995634987,320,33548,2017-04-01,38556599,11501
5567483377171017196,320,33548,2017-04-01,29769881,11943
860136317394610503,320,33548,2017-04-01,29387597,7670
5687675402803317348,320,33548,2017-04-01,79394902,22726
4019052556607407171,320,33548,2017-04-01,49562072,
5319265232975663500,320,33548,2017-04-02,11072618,15685
4478010814072640562,320,33548,2017-04-01,20637400,15274
588718122734821305,320,33548,2017-04-01,66304051,
8077063816617778316,320,33548,2017-04-01,90651622,7657
6010922326559593105,320,33548,2017-04-01,73701195,37
3117608331430914423,320,33548,2017-04-01,64535281,17280
6835893069879812881,320,33548,2017-04-01,13293322,11408
4711587388170841842,320,33548,2017-04-01,37479890,14871
8939183736164659874,320,33548,2017-04-01,74562940,15963
8427994644560825842,320,33548,2017-04-02,26284153,7089
2246030947548216975,320,33548,2017-04-02,86372631,
6259885930057730866,320,33548,2017-04-01,24954315,11575
8248169118223649983,320,33548,2017-04-02,39468907,17643
3033073010625801879,320,33548,2017-04-01,59238710,15011
8369391518897164978,320,33548,2017-04-02,4471702,
6762742862090385945,320,33548,2017-04-02,381402598169,7380
3617488915941828597,320,33548,2017-04-01,28560114966,
7533930287770171331,320,33548,2017-04-01,42385675,213
1522265194398766731,320,33548,2017-03-31,34064806,15105
6925558618601323353,320,33548,2017-04-01,71424151,7757
7839759178828530990,320,33548,2017-04-02,37525397,
7025728204505539477,320,33548,2017-04-02,33580355,
5674327582515466100,320,33548,2017-03-31,27844578,11545
2834388468902061277,320,33548,2017-04-01,83272074,15215
9065870220810506949,320,33548,2017-04-01,32605018,22367
9019659559402608692,320,33548,2017-04-01,81465338,11096
4756980116069682596,320,33548,2017-04-01,459232577076,15843
2798341023651226088,320,33548,2017-04-01,7778252,25956
2278786922620447714,320,33548,2017-04-01,80927054,11547
8290627229323163056,320,33548,2017-04-01,86044030,15830
6448192553971509949,320,33548,2017-04-02,34401629,11599
8066578172514392604,320,33548,2017-04-02,41051313,14908
6086785094274171416,320,33548,2017-04-01,50172641,15121
3895361866176705329,320,33548,2017-04-01,134264032016,3399
8234538307123553483,320,33548,2017-04-01,56524876,
7560010905278052336,320,33548,2017-04-01,344307033695,
411934593807926244,320,33548,2017-04-01,77865801,285
2619252407618880302,320,33548,2017-04-01,29893348,139
1013749454228010696,320,33548,2017-04-01,64656203,10982
3496369799532110859,320,33548,2017-04-02,18084062,23266
2923199987666821483,320,33548,2017-04-01,24098628,0
1541176830416324868,320,33548,2017-04-02,69406984,
6016927348522656191,320,33548,2017-04-01,31852376,7877
3113696532567475733,320,33548,2017-04-01,912793010037,14778
2605142094369855277,320,33548,2017-04-01,65525095,14916
7908481866970145235,320,33548,2017-04-01,57856833,
3670091034776316417,320,33548,2017-04-01,1414290,30226
2327536186652160132,320,33548,2017-04-01,20288646,11317
3059845845040158151,320,33548,2017-04-01,35021487,17
434749217594515616,320,33548,2017-04-01,63373389,7514
6570467527160617247,320,33548,2017-04-01,80391803,23707
2356293384753052055,320,33548,2017-04-02,38152632,9557
875460182130324753,320,33548,2017-04-01,156051677801,11893
1622017106562548137,320,33548,2017-04-01,54535449,13985
386887483141188239,320,33548,2017-04-01,69739918,11134
6487539936781532895,320,33548,2017-04-01,42293314,24296
6568247513018115226,320,33548,2017-04-02,59512183,6954
7528652590662716096,320,33548,2017-04-01,21604737,11610
7380916445507983481,320,33548,2017-04-02,19487230,
6289398125459678748,320,33548,2017-04-01,27236213,162
1825440051227290834,320,33548,2017-04-01,25416462,
2042168692758512381,320,33548,2017-04-02,82742060,34175
7939371434364233410,320,33548,2017-04-01,83705164,8413
7746370607930028168,320,33548,2017-04-01,41304462,0
2539287111639402431,320,33548,2017-04-01,21811062,17743
6102707140309349176,320,33548,2017-04-02,92360804,7556
1059984649016125538,320,33548,2017-04-01,33730830,93
6174127584604453936,320,33548,2017-04-01,482681542579,14
2632903263108097574,320,33548,2017-04-01,988362580816,
2700658809908449573,320,33548,2017-04-02,23785306,
7326258983577522935,320,33548,2017-04-01,83476759,
5006155604535973737,320,33548,2017-04-01,77664043,69
5927709049039099629,320,33548,2017-04-01,27015062,22792
5071338804594895210,320,33548,2017-04-01,524489673624,
7041955428376337406,320,33548,2017-04-02,273965445308,22380
4763809652278709748,320,33548,2017-04-01,42667691,7560
7255543799414146935,320,33548,2017-04-02,93337743,15186
4453237951377042198,320,33548,2017-04-01,278442976270,9
812426089113272952,320,33548,2017-04-01,50978793,
8807652850806595007,320,33548,2017-04-01,50437149,
2593109705746985909,320,33548,2017-04-02,25403690,69
383729425749951282,320,33548,2017-04-01,957906445516,14725
5016868956646051679,320,33548,2017-04-01,56342034,15354
4027845757679894736,320,33548,2017-04-01,28687527,0
8809886781949971238,320,33548,2017-04-01,46075120,4976
4532144998807180039,320,33548,2017-04-01,90512755,0
7232242224187649544,320,33548,2017-04-02,48695020,31322
1623798314104392286,320,33548,2017-04-02,72550907,22495
9024946717698257777,320,33548,2017-04-01,52697399,15165
4815892641317805400,320,33548,2017-04-02,51771976,22743
8000520427218310836,320,33548,2017-04-01,72123733,11402
7968126038435603609,320,33548,2017-04-02,49195311,0
8485471145113232770,320,33548,2017-04-02,31964581,11272
2185085745497127959,320,33548,2017-04-02,78728834,7622
3447657713303351625,320,33548,2017-04-01,41421664,8584
6103067605939876975,320,33548,2017-04-01,67905845,30616
2417319170081578282,320,33548,2017-04-02,82373502,0
5221423444144577122,320,33548,2017-04-01,93830752,
5108905245496199029,320,33548,2017-04-02,6726877,142
3736857757023026370,320,33548,2017-04-01,38024238,22991
7257057267026843798,320,33548,2017-04-01,82285227,7494
3432041079126545195,320,33548,2017-04-01,97064058,
7232242224187649544,320,33548,2017-04-02,59700786,32853
274455181305433573,320,33548,2017-04-01,943318601474,15176
5539266210808881426,320,33548,2017-04-01,23018710,25355
8100269617766190158,320,33548,2017-04-01,69327314,7636
8635300151754579033,320,33548,2017-04-01,48393908,4055
3518581405143833523,320,33548,2017-04-01,565573129257,14767
6768480175349808072,320,33548,2017-04-01,26785580,0
2442715447952797908,320,33548,2017-04-02,60757495,38
7056691800081077349,320,33548,2017-04-02,73475263,
2786287258602425764,320,33548,2017-04-01,43670745,
1209683453283366076,320,33548,2017-04-01,10654450,25962
254600116657320794,320,33548,2017-04-02,30720320,15040
8501508779710709930,320,33548,2017-04-01,97345711,31428
8217445773554467119,320,33548,2017-04-01,54285067,11649
9093234473002155986,320,33548,2017-04-01,24600007,39
8940524952105991759,320,33548,2017-04-02,23097378,7522
6660532163275554039,320,33548,2017-04-01,57537862,98
8295166408187122703,320,33548,2017-04-01,44307518,22
6324552117546589450,320,33548,2017-04-01,63232668,
6081131503582820902,320,33548,2017-04-02,83513531,7473
7513032317069653550,320,33548,2017-04-02,49390014,17485
4134374925556931064,320,33548,2017-04-01,28168208,8107
8324337832213197754,320,33548,2017-04-01,14963205,15208
3044871148154759416,320,33548,2017-04-01,16165089,
4400297441107547995,320,33548,2017-04-01,162726865352,14
6348081428851119591,320,33548,2017-04-02,91449023,116
1947197477045917154,320,33548,2017-04-01,93463321,30090
7730900190205837982,320,33548,2017-04-01,74349745,3849
8720562306407344088,320,33548,2017-03-31,48123509,
6570467527160617247,320,33548,2017-04-01,48858569,7709
6164809573614361249,320,33548,2017-04-01,68512083,
5356870044417715341,320,33548,2017-04-01,3390732,25376
2295634840452221685,320,33548,2017-04-01,48799037,29895
8163751639131466984,320,33548,2017-04-02,80751708,50
4330444122164998624,320,33548,2017-04-02,98366864,0
4049517535140658266,320,33548,2017-04-01,7902827,6806
346739174443749334,320,33548,2017-04-01,13836744,6736
1917759942172889648,320,33548,2017-04-02,99986393,11421
4904348185458158308,320,33548,2017-04-02,75234450,15161
4391338492254622042,320,33548,2017-04-01,99021665,33209
2245814566513239548,320,33548,2017-04-02,39383433,28
2403356774113680524,320,33548,2017-04-02,637190438532,8
5903313138157757716,320,33548,2017-04-01,79979848,6662
7142992929153283536,320,33548,2017-04-02,63667688,15660
6102070308118569256,320,33548,2017-04-02,949301403426,2
2495624362334487445,320,33548,2017-04-01,76690050,14898
7416899965730858614,320,33548,2017-04-01,96496681,
1459635371679067600,320,33548,2017-04-01,26080842,13445
4726884928026022570,320,33548,2017-04-02,90212120,48
4570650355372803186,320,33548,2017-04-01,4654909,7785
8562940375920074212,320,33548,2017-04-01,85639987,11295
1643000388653462691,320,33548,2017-04-01,96180109,3589
6111428535845358374,320,33548,2017-04-01,92974564,
497742523187498658,320,33548,2017-04-01,62488781,
1880490098673448492,320,33548,2017-04-02,85419122,3856
6144945230734832235,320,33548,2017-04-02,70238976,7356
6869239484357404371,320,33548,2017-04-01,82336888,3895
2466688004159468293,320,33548,2017-04-02,251262758521,
3688280777877366989,320,33548,2017-04-02,45713909,0
2579732292825400785,320,33548,2017-04-01,43073436,3809
4835495878262269745,320,33548,2017-04-01,471019609882,
3888562643347204592,320,33548,2017-04-02,15993642,3323
3674793184798630800,320,33548,2017-04-02,17549507,7683
8322287307260769602,320,33548,2017-04-01,31361610,22551
8958730383747145812,320,33548,2017-04-02,13153853,
1382017998724458040,320,33548,2017-04-01,56223399,
915939867633988875,320,33548,2017-04-01,88988635,23044
8448930202917680965,320,33548,2017-04-02,44512859,7501
5692654937485734512,320,33548,2017-04-01,515907231479,6
1499842034896467386,320,33548,2017-04-02,92895961,22654
7842431425601820853,320,33548,2017-04-02,74264682,38
683963721775010415,320,33548,2017-04-02,607764896069,6790
5855406966971940591,320,33548,2017-04-01,928640789342,8165
142365346954149868,320,33548,2017-04-01,10161292,45
7908755061016268133,320,33548,2017-04-01,10525801,71
4093368092666018229,320,33548,2017-04-01,67351614,110
4796840994987533306,320,33548,2017-04-02,33259145,7911
6778475364473894596,320,33548,2017-04-01,45823339,23168
355174899736624482,320,33548,2017-04-02,10683476,150
452241575509926263,320,33548,2017-04-01,14493058,11720
9119618079991189438,320,33548,2017-04-02,91427169,16315
2849631273665228407,320,33548,2017-04-01,96560792,237
5178788418328619141,320,33548,2017-04-01,41072981,30173
4759774880066536611,320,33548,2017-04-02,87449669,
6685373376938894192,320,33548,2017-04-01,12133793,30747
5768053791636610988,320,33548,2017-04-01,51075300,
3672909570775898429,320,33548,2017-04-01,2555833,68
7657060833737411183,320,33548,2017-04-02,11821844,12084
2043980495571727355,320,33548,2017-04-02,43680693,3811
3030056933867887222,320,33548,2017-04-02,91123737,7727
5692654937485734512,320,33548,2017-04-01,515907231479,22169
8719535105887037083,320,33548,2017-04-01,67913545,30581
7406559975063164192,320,33548,2017-04-01,44241904,6108
383729425749951282,320,33548,2017-04-01,883319176850,5
2169593914876503151,320,33548,2017-04-01,87820471,
8610279029585270143,320,33548,2017-04-01,21518539600,4388
7161174937902279225,320,33548,2017-04-02,28730589,
5166134626537915875,320,33548,2017-04-01,80471900,15115
5625010920753937149,320,33548,2017-04-02,18285598,7829
4917961212322629322,320,33548,2017-04-02,10431127,
5252860223436621548,320,33548,2017-04-01,67388398,50
7187119631954210347,320,33548,2017-04-01,65488858,
623380596865664499,320,33548,2017-04-02,1243211,
1001050859965320295,320,33548,2017-04-01,1369586,
8186031915546993567,320,33548,2017-04-01,89136037,8190
2405642036604031128,320,33548,2017-04-01,53848978,7305
8857161082336079583,320,33548,2017-04-01,55545432,8125
9195762863070502770,320,33548,2017-04-02,79833740,17
1656993585993695126,320,33548,2017-04-02,87590609,
6290179907455464596,320,33548,2017-04-01,79460310,
4342127964811816514,320,33548,2017-04-02,98107147,6906
6796605301267315721,320,33548,2017-04-01,318154438708,5
8944972676549534061,320,33548,2017-04-02,20941638,0
1216354919832732304,320,33548,2017-04-01,48188625,3715
2766446118260760368,320,33548,2017-04-01,16244624,74
6470804182667757246,320,33548,2017-04-01,42425301,
6580432376586268136,320,33548,2017-04-01,36455293,22704
744185901711114942,320,33548,2017-04-01,954494874742,15824
1636484128398381820,320,33548,2017-04-02,20137058,22717
5711463432836305630,320,33548,2017-04-02,93586783,91
2551224102079526444,320,33548,2017-04-02,81915139,15210
2241925429463264235,320,33548,2017-04-01,494618572001,15361
1051080470032262361,320,33548,2017-04-02,95917693,9490
3974891829778342821,320,33548,2017-04-01,976828048010,2
536495197889760304,320,33548,2017-04-01,372865311389,
7962718727980357476,320,33548,2017-04-01,45337419,7474
403567432364885918,320,33548,2017-03-31,8367891,148
9053007748273241318,320,33548,2017-04-02,32769356,
7394524401755473711,320,33548,2017-04-01,72658825,11483
5972664550140221784,320,33548,2017-04-01,53787493,7760
7243540283470428075,320,33548,2017-04-01,299131950810,9227
822070329372943316,320,33548,2017-04-01,52182097,15203
8060674452179517396,320,33548,2017-04-01,39869888,14910
8288758355326327761,320,33548,2017-04-02,32013315,25
7042839313604953534,320,33548,2017-04-01,30401981,11254
1739529299841429271,320,33548,2017-04-02,75910149,7499
6713361646310965707,320,33548,2017-04-02,1197776,
4460739069971821423,320,33548,2017-04-01,65317526,22733
300035337061709206,320,33548,2017-04-01,88990846,28729
4878683876090940559,320,33548,2017-04-01,12266322,8009
7526158380168099599,320,33548,2017-04-02,493393956012,4406
7299376129165950863,320,33548,2017-04-01,16013409,
4620595754702725466,320,33548,2017-04-01,54925622,11813
7887048738048588815,320,33548,2017-04-02,34402454,37
3051469060091243102,320,33548,2017-04-01,11448982,0
228111608899646706,320,33548,2017-04-01,2756977,7443
8715289533502870386,320,33548,2017-04-01,84971273,11906
7469107529344054572,320,33548,2017-04-01,22557604,23
3594801831257482604,320,33548,2017-04-02,77432140,30063
6329590812863597857,320,33548,2017-04-02,37711101,38124
1448803156319769493,320,33548,2017-04-01,60467427,
8106373013982987463,320,33548,2017-04-01,70919410,30036
3654160791341293477,320,33548,2017-04-01,39907208,12688
4366325760230303736,320,33548,2017-04-01,41942568,29827
2427986235304629286,320,33548,2017-04-02,28050508,1811
8910596273584413924,320,33548,2017-04-01,57098519,30039
880205220530380101,320,33548,2017-04-01,2761942,
3768315784612120409,320,33548,2017-04-01,51364672,
3657607358087644977,320,33548,2017-04-02,90363225,
3365614528561601882,320,33548,2017-04-01,71961000,100
6124304105544687719,320,33548,2017-04-01,57556231,7664
3130409820311937393,320,33548,2017-03-31,787748126092,2
2282931969368172169,320,33548,2017-04-01,46577927,17095
4418606593936687375,320,33548,2017-04-01,23918894,3588
913916352058169811,320,33548,2017-04-01,25818352,5053
2684273925945403384,320,33548,2017-04-01,61929196,15209
6663538825018545015,320,33548,2017-04-01,2000431,223
4022012620178769437,320,33548,2017-04-01,91976357,40
5712873204890515922,320,33548,2017-04-01,54044727,35
115538757676187091,320,33548,2017-04-02,29978385,
4071514686661111106,320,33548,2017-04-01,99188904,6883
3422646997827452415,320,33548,2017-04-02,25084994,22895
3962922217496203576,320,33548,2017-04-01,200023907055,7796
548108173051583120,320,33548,2017-04-01,63273710,29851
3642948889392771133,320,33548,2017-04-01,37587911,7866
4023134849528879004,320,33548,2017-04-01,361887,15199
5315412379345243672,320,33548,2017-04-01,51604977,4220
5239782461786850066,320,33548,2017-04-02,890607126843,22319
1745253421232089449,320,33548,2017-04-01,2312651,17608
115688042813452571,320,33548,2017-04-01,80237690,16363
7578823527466255655,320,33548,2017-04-01,2709737,11661
489144567193393597,320,33548,2017-04-02,362791500219,
6167767771154193187,320,33548,2017-04-02,73806193,11440
664855729146162032,320,33548,2017-04-01,23804748,
725140204747565757,320,33548,2017-04-01,68633996,
5519392457883871796,320,33548,2017-04-01,7701461467,23802
1320955894444643881,320,33548,2017-04-01,60597787,23860
3923858924878458968,320,33548,2017-04-02,24790359,15247
8308020201402142545,320,33548,2017-04-02,34231945,7719
6122568665893942000,320,33548,2017-04-02,23111724222,7778
7722963362716680908,320,33548,2017-04-01,95160991,7700
398622306446274084,320,33548,2017-04-01,74631379,11653
2574169435118430357,320,33548,2017-04-01,32475713,
7685270423564705867,320,33548,2017-04-01,48573710,4000
6427559532912987545,320,33548,2017-04-02,15620811,31555
1969353039285779818,320,33548,2017-04-01,8821295,438
5354214518682219926,320,33548,2017-04-01,46067383,7661
4381487374162688774,320,33548,2017-04-01,527499681105,14
4811045427718805719,320,33548,2017-04-02,51425154,22378
797505816317580474,320,33548,2017-04-02,882564564153,22365
5777582410804610297,320,33548,2017-04-02,427664294845,7198
4563386587607530006,320,33548,2017-04-01,49796175,6985
8655352213074637149,320,33548,2017-04-01,71994638,39
6891677163815568984,320,33548,2017-04-01,9632762,
353869294979694344,320,33548,2017-04-02,5888537,7483
2244273874825310026,320,33548,2017-04-01,19875159,
3456718711616727347,320,33548,2017-04-01,70104538,82
858508407053921343,320,33548,2017-04-02,9871724,
900112008003976750,320,33548,2017-04-01,93325469,7463
8553783239977186523,320,33548,2017-04-01,14978308,30157
1013244577998942814,320,33548,2017-04-02,5385594,7805
3294212736246478784,320,33548,2017-04-01,7260491,
5597895516658007325,320,33548,2017-04-02,26318963,15359
9062626799637674227,320,33548,2017-04-02,10392847,15285
8202078824053804283,320,33548,2017-04-02,20066382,24884
8629006801943668736,320,33548,2017-04-02,64949860,24508
1330144726740329394,320,33548,2017-04-01,34227260,32549
3670641161857150418,320,33548,2017-04-02,33355932,
5286441185162788839,320,33548,2017-03-31,49958027,0
8111967292537046267,320,33548,2017-04-01,59249809,10
8685220481778932034,320,33548,2017-04-01,91700154,2096
459474992514593214,320,33548,2017-04-01,37184777,22970
3772522528341937025,320,33548,2017-04-01,18633795,
5838244068968309563,320,33548,2017-04-01,91871432,15160
1170636627665090564,320,33548,2017-04-01,86036384,78
3161925524020940788,320,33548,2017-04-01,74295950,22612
5214129474125324129,320,33548,2017-04-02,4942686,7809
7152390231074935444,320,33548,2017-04-01,51500506,
4192450547485147439,320,33548,2017-04-01,69055033,0
